"ID","Name","Concepticon_Gloss","Concepticon_ID"
"1134_GOOD-LOOKING","beautiful (fem.)","GOOD-LOOKING",2410
"1135_GOOD","beautiful (things)","GOOD",1035
"1136_UGLY","ugly (persons)","UGLY",1548
"1137_UGLY","ugly (male)","UGLY",1548
"1138_UGLY","ugly (female)","UGLY",1548
"1139_UGLY","ugly (things)","UGLY",1548
"1140_WRONG","wrong, false","WRONG",1390
"1141_TRUE","true, right","TRUE",1657
"1142_EMPTY","empty","EMPTY",1624
"1143_FULL","full","FULL",1429
"1144_ANGRY","angry","ANGRY",1826
"1145_MAD","mad","MAD",1899
"1146_FASTEN","tightly bound","FASTEN",1094
"1147_FASTEN","tightly fitting","FASTEN",1094
"1148_LOOSE","loose","LOOSE",2506
"1149_LOOSE","loosely fitting","LOOSE",2506
"1150_OLD","old","OLD",1229
"1151_OLD (USED)","old, worn","OLD (USED)",2113
"1152_YOUNG","young","YOUNG",1207
"1153_NEW","new","NEW",1231
"1154_POOR","poor","POOR",1674
"1155_RICH","wealthy","RICH",712
"1156_TIRED","tired","TIRED",1757
"1157_FAST","fast","FAST",1631
"1158_SLOW","slow","SLOW",701
"1159_DUMB","dumb","DUMB",1492
"1160_CLEVER","clever","CLEVER",1310
"1161_SWEET","sweet","SWEET",717
"1162_SOUR","sour","SOUR",1906
"1163_BITTER","bitter","BITTER",887
"1164_ASTRINGENT","astringent","ASTRINGENT",3837
"1165_SPICY","hot, spicy","SPICY",544
"1166_SALTY","salty","SALTY",1091
"1167_WHITE","white","WHITE",1335
"1168_BLACK","black","BLACK",163
"1169_RED","red","RED",156
"1170_BROWN","brown","BROWN",2409
"1171_YELLOW","yellow","YELLOW",1424
"1172_BLUE","blue","BLUE",837
"1173_GREEN","green","GREEN",1425
"1174_LOOK FOR","to look for","LOOK FOR",1468
"1175_FIND","to find","FIND",719
"1176_GIVE","to give","GIVE",1447
"1177_GIVE","to hand, to pass","GIVE",1447
"1178_ACCEPT","to accept","ACCEPT",3898
"1179_TAKE","to take","TAKE",1749
"1180_GET","to get","GET",694
"1181_CARRY IN HAND","to take away","CARRY IN HAND",412
"1182_CARRY IN HAND","to take along","CARRY IN HAND",412
"1183_BRING","to bring","BRING",692
"1184_ACCOMPANY","to accompany","ACCOMPANY",1542
"1185_HOLD","to grip, to hold, to seize","HOLD",1448
"1186_LEAD (GUIDE)","to lead by the hand","LEAD (GUIDE)",43
"1187_DO OR MAKE","to make, to do","DO OR MAKE",2575
"1188_PREPARE","to prepare, to make ready","PREPARE",2909
"1189_WASH","to wash up (dishes, spoons, etc.)","WASH",1453
"1190_LAUNDER (WASH CLOTHES)","to wash (clothes)","LAUNDER (WASH CLOTHES)",2503
"1191_WASH (ONESELF)","to wash (face)","WASH (ONESELF)",3371
"1192_WASH (ONESELF)","to wash (hair)","WASH (ONESELF)",3371
"1193_KNOW","to know","KNOW",3626
"1194_THINK","to think","THINK",2271
"1195_KNOW (SOMETHING)","to know","KNOW (SOMETHING)",1410
"1196_REMEMBER","to remember","REMEMBER",707
"1197_FORGET","to have forgotten something","FORGET",1523
"1198_DENY","to deny","DENY",755
"1199_ADMIT","to confess","ADMIT",2022
"1200_BE SILENT","to be silent","BE SILENT",48
"1201_MUMBLE","to mumble","MUMBLE",128
"1202_SPEAK","to speak","SPEAK",1623
"1203_SING","to sing","SING",1261
"1204_WHISPER","to whisper","WHISPER",55
"1205_SAY","to say","SAY",1458
"1206_CALL","to call","CALL",1084
"1207_ABUSE","to abuse, to scold","ABUSE",1953
"1208_BE ABLE","to be able to","BE ABLE",972
"1209_ALLOW","to be allowed","ALLOW",3238
"1210_WORK (ACTIVITY)","to work","WORK (ACTIVITY)",1086
"1211_CARRY ON SHOULDER","to shoulder","CARRY ON SHOULDER",413
"1212_CARRY ON HEAD","to carry on the head","CARRY ON HEAD",414
"1213_NA","to carry something hanging from the hand",NA,NA
"1214_NA","to carry on the hip",NA,NA
"1215_CARRY UNDER ARM","to carry under the arm","CARRY UNDER ARM",415
"1216_CARRY IN HAND","to carry in the hand","CARRY IN HAND",412
"1217_CARRY ON BACK","to carry on the back (with strap over the shoulder or head)","CARRY ON BACK",465
"1218_NA","to carry in a sarong",NA,NA
"1219_CARRY","to carry","CARRY",700
"1220_CARRY ON BACK","to carry on the back","CARRY ON BACK",465
"1221_NA","to carry in front of oneself",NA,NA
"1222_WAKE UP","to wake, to watch","WAKE UP",1602
"1223_AWAKE","to be awake","AWAKE",825
"1224_GUARD","to guard, to watch","GUARD",1940
"1225_NA","to spy",NA,NA
"1226_WAIT (FOR)","to wait","WAIT (FOR)",1590
"1227_HEAR","to hear","HEAR",1408
"1228_SEE","to see","SEE",1409
"1229_SMELL (PERCEIVE)","to smell","SMELL (PERCEIVE)",1586
"1230_FEEL","to feel","FEEL",1079
"1231_FEEL (TACTUALLY)","to feel, to touch","FEEL (TACTUALLY)",2559
"1232_TASTE (SOMETHING)","to taste","TASTE (SOMETHING)",21
"1233_CONSUME (DRINK OR EAT)","to slurp","CONSUME (DRINK OR EAT)",2787
"1234_BLOW (WITH NOSE)","to blow the nose","BLOW (WITH NOSE)",2679
"1235_SUCK","to suck","SUCK",1421
"1236_KISS","to kiss","KISS",578
"1237_SNIFF","to sniff","SNIFF",375
"1238_LOVE","to love","LOVE",923
"1239_HATE","to hate","HATE",1607
"1240_JEALOUS","jealous","JEALOUS",2821
"1241_AGREE","to approve","AGREE",3643
"1242_DESIRE","to wish","DESIRE",2117
"1243_WANT","to want","WANT",1784
"1244_WANT","to want something","WANT",1784
"1245_OPEN","to open","OPEN",1156
"1246_SHUT","to close","SHUT",1046
"1247_CUT","to cut off","CUT",1432
"1248_INCREASE","to multiply, to add, to increase","INCREASE",1041
"1249_JUMP","to spring, to jump","JUMP",1829
"1250_DIVE","to jump down","DIVE",119
"1251_HIT","to hit, to touch","HIT",1433
"1252_HIT","hit, touched","HIT",1433
"1253_BREAK (CLEAVE)","to break (a stick)","BREAK (CLEAVE)",2558
"1254_BREAK (OF ROPE)","to break (a rope)","BREAK (OF ROPE)",460
"1255_BROKEN (SHATTERED)","to shatter","BROKEN (SHATTERED)",3191
"1256_BROKEN","broken (a stick)","BROKEN",588
"1257_BROKEN","broken (rope)","BROKEN",588
"1258_BROKEN (SHATTERED)","shattered","BROKEN (SHATTERED)",3191
"1259_SQUEEZE","to pinch, to squeeze","SQUEEZE",1414
"1260_BEGIN","to begin (tr.)","BEGIN",1806
"1261_START","to begin (intr.)","START",3449
"1262_FINISH","to finish (tr.)","FINISH",1766
"1263_CEASE OR FINISH","to finish (intr.)","CEASE OR FINISH",2115
"1264_TIE","to bind, to tie","TIE",1917
"1265_HIDE (CONCEAL)","to hide (something to hide)","HIDE (CONCEAL)",602
"1266_HIDE","to hide","HIDE",2486
"1267_ASK (INQUIRE)","to ask","ASK (INQUIRE)",1309
"1268_ANSWER","to answer","ANSWER",1275
"1269_ASK (REQUEST)","to ask for","ASK (REQUEST)",1828
"1270_REFUSE","to refuse","REFUSE",49
"1271_DECEIVE","to cheat, to deceive","DECEIVE",3230
"1272_LIE (MISLEAD)","to tell lies","LIE (MISLEAD)",601
"1273_STEAL","to steal","STEAL",713
"1274_THROW AWAY","to throw away","THROW AWAY",3696
"1275_THROW","to throw","THROW",1456
"1276_BURN (SOMETHING)","to burn (tr.)","BURN (SOMETHING)",141
"1277_BURNING","to burn (intr.)","BURNING",1428
"1278_DIG","to dig","DIG",1418
"1279_GO","to go","GO",695
"1280_GO","to go there","GO",695
"1281_COMMAND","to send (out), to order, to command","COMMAND",1998
"1282_SEND","to send","SEND",1127
"1283_COME","to come","COME",1446
"1284_ARRIVE","to arrive","ARRIVE",1387
"1285_COME","to be coming","COME",1446
"1286_LEAVE","to depart","LEAVE",1752
"1287_MEET","to meet","MEET",1831
"1288_MEET","to meet one another","MEET",1831
"1289_GATHER","to collect","GATHER",7
"1290_ASSEMBLE (GET TOGETHER)","to gather, to meet","ASSEMBLE (GET TOGETHER)",3638
"1291_STRIKE OR BEAT","to hit (to beat, to slap, etc.)","STRIKE OR BEAT",2133
"1292_REVENGE","to take revenge","REVENGE",495
"1293_ONE","one","ONE",1493
"1294_TWO","two","TWO",1498
"1295_THREE","three","THREE",492
"1296_FOUR","four","FOUR",1500
"1297_FIVE","five","FIVE",493
"1298_SIX","six","SIX",1703
"1299_SEVEN","seven","SEVEN",1704
"1300_EIGHT","eight","EIGHT",1705
"1301_NINE","nine","NINE",1483
"1302_TEN","ten","TEN",1515
"1303_ELEVEN","eleven","ELEVEN",1706
"1304_TWELVE","twelve","TWELVE",1707
"1305_THIRTEEN","thirteen","THIRTEEN",1708
"1306_FOURTEEN","fourteen","FOURTEEN",2451
"1307_FIFTEEN","fifteen","FIFTEEN",1709
"1308_SIXTEEN","sixteen","SIXTEEN",2454
"1309_SEVENTEEN","seventeen","SEVENTEEN",2453
"1310_EIGHTEEN","eighteen","EIGHTEEN",1713
"1311_NINETEEN","nineteen","NINETEEN",1714
"1312_TWENTY","twenty","TWENTY",1710
"1313_TWENTY ONE","twenty one","TWENTY ONE",1734
"1314_NUMBER","twenty one, twenty two, etc.","NUMBER",1356
"1315_TWENTY FIVE","twenty five","TWENTY FIVE",1738
"1316_THIRTY","thirty","THIRTY",1715
"1317_FORTY","fourty","FORTY",1716
"1318_FIFTY","fifty","FIFTY",1717
"1319_SIXTY","sixty","SIXTY",1718
"1320_SEVENTY","seventy","SEVENTY",1721
"1321_EIGHTY","eighty","EIGHTY",1722
"1322_NINETY","ninety","NINETY",1724
"1323_HUNDRED","hundred","HUNDRED",1634
"1324_THOUSAND","thousand","THOUSAND",1843
"1325_TEN THOUSAND","ten thousand","TEN THOUSAND",2078
"1326_HALF","a half","HALF",816
"1327_NA","a quarter",NA,NA
"1328_ONE TIME","once","ONE TIME",374
"1329_TWICE","twice","TWICE",1546
"1330_FIRST","first (in space)","FIRST",728
"1331_FIRST","first (in time)","FIRST",728
"1332_SECOND","second (in space)","SECOND",1384
"1333_SECOND","second (in time)","SECOND",1384
"1334_THIRD","third (in space)","THIRD",1859
"1335_THIRD","third (in time)","THIRD",1859
"1336_LAST (FINAL)","the last (in space)","LAST (FINAL)",1529
"1337_LAST (FINAL)","the last (in time)","LAST (FINAL)",1529
"1338_HOW MANY","how much, how many","HOW MANY",822
"1339_MANY","many, much","MANY",1198
"1340_A LITTLE","few, a little","A LITTLE",2924
"1341_NA","finished",NA,NA
"1342_THERE IS OR THERE ARE","there are","THERE IS OR THERE ARE",2152
"1343_LACK (NOT HAVE)","there are not","LACK (NOT HAVE)",2329
"1344_THERE IS OR THERE ARE","there is something","THERE IS OR THERE ARE",2152
"1345_NOTHING","there is nothing","NOTHING",687
"1346_NOTHING","there is nothing left","NOTHING",687
"1347_MORE","more","MORE",1992
"1348_MANY","most","MANY",1198
"1349_FEW","less","FEW",1242
"1350_ALL","all","ALL",98
"1351_WHOLE","whole","WHOLE",2277
"1352_TOGETHER","together","TOGETHER",2482
"1353_SIMILAR","alike, similar","SIMILAR",1558
"1354_ENOUGH","enough","ENOUGH",1881
"1355_OTHER OR SOME","only, some","OTHER OR SOME",3863
"1356_FEW","a few, some","FEW",1242
"1357_I","I","I",1209
"1358_I","I myself","I",1209
"1359_THOU","you (sing.)","THOU",1215
"1360_YOU","you (pl.)","YOU",1213
"1361_YOU","you all (excluding those absent)","YOU",1213
"1362_YOU","you","YOU",1213
"1363_HE","he","HE",1211
"1364_SHE","she","SHE",1834
"1365_WE (INCLUSIVE)","we (inclusive)","WE (INCLUSIVE)",1131
"1366_WE (EXCLUSIVE)","we (exclusive)","WE (EXCLUSIVE)",1130
"1367_THEY","they (female)","THEY",817
"1368_THEY","they (male)","THEY",817
"1369_MY","my (sing.)","MY",2090
"1370_MY","my (pl.)","MY",2090
"1371_OUR","our (inclusive)","OUR",780
"1372_OUR","our (exclusive)","OUR",780
"1373_YOUR (SINGULAR)","your (sing.)","YOUR (SINGULAR)",732
"1374_YOUR (PLURAL)","your (pl.)","YOUR (PLURAL)",2274
"1375_THEIR","their (female)","THEIR",2400
"1376_THEIR","their (male)","THEIR",2400
"1377_HER (GENITIVE OF SHE)","her","HER (GENITIVE OF SHE)",2474
"1378_HIS (GENITIVE OF HE)","his","HIS (GENITIVE OF HE)",2473
"1379_WHO","who?","WHO",1235
"1380_WHAT","what?","WHAT",1236
"1381_WHICH","which house?","WHICH",727
"1382_WHICH","which?","WHICH",727
"1383_THIS","this","THIS",1214
"1384_THAT","that","THAT",78
"1385_THAT","that (nearby)","THAT",78
"1386_THAT","that (faraway)","THAT",78
"1387_OVER THERE","overthere, yonder","OVER THERE",3411
"1388_HERE","here","HERE",136
"1389_THERE","there (near hearer)","THERE",1937
"1390_THERE","there","THERE",1937
"1391_WHICH","which, who, that","WHICH",727
"1392_EARLY","early, soon","EARLY",672
"1393_BE LATE","late","BE LATE",425
"1394_DAY (24 HOURS)","day","DAY (24 HOURS)",1260
"1395_WEEK","week","WEEK",1469
"1396_DAY (24 HOURS)","the day of the week","DAY (24 HOURS)",1260
"1397_DAY (NOT NIGHT)","daylight","DAY (NOT NIGHT)",1225
"1398_LIGHT (RADIATION)","light","LIGHT (RADIATION)",630
"1399_HOUR","hour","HOUR",1353
"1400_DAY (24 HOURS)","twenty four hours","DAY (24 HOURS)",1260
"1401_DARK","night (darkness)","DARK",706
"1402_NIGHT","night (time of the night)","NIGHT",1233
"1403_DARK","dark","DARK",706
"1404_DRY SEASON","dry season","DRY SEASON",452
"1405_RAINY SEASON","rainy season, wet season","RAINY SEASON",453
"1406_YEAR","year","YEAR",1226
"1407_SEASON","monsoon","SEASON",691
"1408_NOW","now","NOW",1376
"1409_SOON","shortly","SOON",703
"1410_NOW OR TODAY","now, at present","NOW OR TODAY",2097
"1411_ONCE (IN THE PAST)","formerly","ONCE (IN THE PAST)",2914
"1412_IN FRONT OF","before (place)","IN FRONT OF",1883
"1413_BEFORE","before (time)","BEFORE",1882
"1414_ONCE (IN THE PAST)","formerly","ONCE (IN THE PAST)",2914
"1415_LATE","later","LATE",477
"1416_ONCE (IN THE PAST)","a moment ago","ONCE (IN THE PAST)",2914
"1417_INSTANTLY (IMMEDIATELY)","a moment","INSTANTLY (IMMEDIATELY)",2916
"1418_YESTERDAY","yesterday","YESTERDAY",1174
"1419_DAY BEFORE YESTERDAY","the day before yesterday","DAY BEFORE YESTERDAY",1180
"1420_TODAY","today","TODAY",1283
"1421_MORNING","this morning","MORNING",1339
"1422_TOMORROW","tomorrow","TOMORROW",1329
"1423_DAY AFTER TOMORROW","the day after tomorrow","DAY AFTER TOMORROW",1179
"1424_MORNING","morning","MORNING",1339
"1425_EVENING","evening","EVENING",1629
"1426_SOMETIMES","now and then, occasionally","SOMETIMES",1544
"1427_WHEN","when","WHEN",1238
"1428_ALREADY","already","ALREADY",2576
"1429_YET","not yet","YET",2577
"1430_ENOUGH","not again","ENOUGH",1881
"1431_NORTH","north","NORTH",1598
"1432_SOUTH","south","SOUTH",1595
"1433_EAST","east","EAST",1877
"1434_WEST","west","WEST",1817
"1435_LEFT","left","LEFT",244
"1436_RIGHT","right","RIGHT",1019
"1437_UP OR ABOVE","up, upper, above","UP OR ABOVE",2379
"1438_ATOP","on the road","ATOP",57
"1439_ABOVE","from above","ABOVE",1741
"1440_BELOW OR UNDER","under","BELOW OR UNDER",1485
"1441_BELOW OR UNDER","from underneath","BELOW OR UNDER",1485
"1442_NA","from-to (place)",NA,NA
"1443_NA","from-to (time)",NA,NA
"1444_BELOW OR UNDER","below, beneath","BELOW OR UNDER",1485
"1445_AT","at","AT",1461
"1446_FROM","from","FROM",693
"1447_UNTIL","until","UNTIL",2753
"1448_AT","at, in","AT",1461
"1449_AT","on","AT",1461
"1450_INSIDE","in, inside","INSIDE",1606
"1451_OUTSIDE","out, outside","OUTSIDE",762
"1452_NEAR","nearby","NEAR",1942
"1453_FAR","far","FAR",1406
"1454_NA","around, surrounding",NA,NA
"1455_OUTSIDE","outside","OUTSIDE",762
"1456_GO OUT","to go outside","GO OUT",1107
"1457_INSIDE","inside, within","INSIDE",1606
"1458_ENTER","to go inside","ENTER",749
"1459_MANY","many","MANY",1198
"1460_WHERE","where","WHERE",1237
"1461_HOW","how","HOW",1239
"1462_SIMILAR","like this, like that","SIMILAR",1558
"1463_SIMILAR","like this","SIMILAR",1558
"1464_SIMILAR","like that","SIMILAR",1558
"1465_WHY","why","WHY",1270
"1466_CERTAIN","certainly, sure","CERTAIN",509
"1467_PERHAPS","maybe","PERHAPS",2278
"1468_VERY","very","VERY",1311
"1469_AND","and","AND",1577
"1470_WITH","with","WITH",1340
"1471_NO","no","NO",1269
"1472_YES","yes","YES",1268
"1473_NO OR NOT","not, no","NO OR NOT",2279
"1474_NO OR NOT","not, no","NO OR NOT",2279
"1475_NO OR NOT","not, no","NO OR NOT",2279
"1476_YES","yes, right, indeed","YES",1268
"1477_ONLY","only","ONLY",1580
"1478_ALMOST","almost","ALMOST",4046
"1479_BUT","but","BUT",3843
"1480_BUT","however, nevertheless","BUT",3843
"1481_BUT","however, nevertheless","BUT",3843
"1482_YET","yet, still","YET",2577
"1483_IF","if","IF",1459
"1484_ALTHOUGH","although","ALTHOUGH",4045
"1485_BECAUSE","because","BECAUSE",1157
"1486_NO OR NOT","no, not a, none","NO OR NOT",2279
