"ID","Holle_ID","Language_ID","Parameter_ID","Form","English","Collapsed_Holle_ID_Being_Separated","Dutch_in_Single_Holle_ID","Swadesh","Source"
1882,"23","nl","1882_23_NA","uitwendige mond","exterior part of the mouth",NA,NA,FALSE,"holleli1980"
1883,"24","nl","1883_24_ORAL CAVITY","Inwendige mond","interior part of the mouth",NA,NA,FALSE,"holleli1980"
1884,"25","nl","1884_25_LIP","lippen","lips",NA,NA,FALSE,"holleli1980"
1885,"26","nl","1885_26_LIP","lip","lip",NA,NA,FALSE,"holleli1980"
1886,"27","nl","1886_27_MOUSTACHE","knevel","moustache",NA,NA,FALSE,"holleli1980"
1887,"28","nl","1887_28_BEARD","sik","goatee",NA,NA,FALSE,"holleli1980"
1888,"29","nl","1888_29_CHIN","kin","chin",NA,NA,FALSE,"holleli1980"
1889,"30","nl","1889_30_BEARD","baard","beard",NA,NA,FALSE,"holleli1980"
1890,"31","nl","1890_31_TONGUE","tong","tongue",NA,NA,TRUE,"holleli1980"
1891,"32","nl","1891_32_PALATE","verhemelte","palate",NA,NA,FALSE,"holleli1980"
1892,"33","nl","1892_33_TOOTH","tand","tooth",NA,NA,TRUE,"holleli1980"
1893,"34","nl","1893_34_MOLAR TOOTH","kies","molar",NA,NA,FALSE,"holleli1980"
1894,"35","nl","1894_35_GUMS","tandvlees","gums",NA,NA,FALSE,"holleli1980"
1895,"33/35","nl","1895_33/35_TOOTH","tand (tandvlees) <unsp.>","tooth","33","tand",FALSE,"holleli1980"
1896,"33/35","nl","1896_33/35_GUMS","tand (tandvlees) <unsp.>","gums","35","tandvlees",FALSE,"holleli1980"
1897,"36","nl","1897_36_BRAIN","hersenen","brains",NA,NA,FALSE,"holleli1980"
1898,"37","nl","1898_37_THROAT","keel","throat",NA,NA,FALSE,"holleli1980"
1899,"38","nl","1899_38_NECK","hals","neck",NA,NA,TRUE,"holleli1980"
1900,"39","nl","1900_39_ADAM'S APPLE","adamsappel","Adam's apple",NA,NA,FALSE,"holleli1980"
1901,"40","nl","1901_40_NAPE (OF NECK)","nek","nape",NA,NA,FALSE,"holleli1980"
1902,"41","nl","1902_41_CHEST","borsten (mannen)","chest, breast (male)",NA,NA,TRUE,"holleli1980"
1903,"42","nl","1903_42_BREAST","borsten (vrouwen)","breasts (female)",NA,NA,TRUE,"holleli1980"
1904,"41/42","nl","1904_41/42_CHEST","borsten < unsp. >","chest, breast (male)","41","borsten (mannen)",TRUE,"holleli1980"
1905,"41/42","nl","1905_41/42_BREAST","borsten < unsp. >","breasts (female)","42","borsten (vrouwen)",TRUE,"holleli1980"
1906,"43","nl","1906_43_BREAST","borst","breast",NA,NA,TRUE,"holleli1980"
1907,"44","nl","1907_44_BREAST OR MILK","vrouwenborst","breast (female)",NA,NA,FALSE,"holleli1980"
1908,"45","nl","1908_45_NIPPLE","tepel","nipple",NA,NA,FALSE,"holleli1980"
1909,"46","nl","1909_46_BREAST MILK","melk","breast milk",NA,NA,FALSE,"holleli1980"
1910,"47","nl","1910_47_BREAST MILK","zog","breast milk",NA,NA,FALSE,"holleli1980"
1911,"48","nl","1911_48_SUCKLE (BREASTFEED, NURSE)","zuigen <aan de borst>","to suck at the breast",NA,NA,FALSE,"holleli1980"
1912,"49","nl","1912_49_SUCKLE (BREASTFEED, NURSE)","zogen","to suckle",NA,NA,FALSE,"holleli1980"
1913,"50","nl","1913_50_RIB","rib","rib",NA,NA,FALSE,"holleli1980"
1914,"51","nl","1914_51_LUNG","long","lung",NA,NA,FALSE,"holleli1980"
1915,"52","nl","1915_52_HEART","hart","heart",NA,NA,TRUE,"holleli1980"
1916,"53","nl","1916_53_STOMACH","maag","stomach",NA,NA,FALSE,"holleli1980"
1917,"54","nl","1917_54_BELLY","bulk","belly",NA,NA,TRUE,"holleli1980"
1918,"55","nl","1918_55_INTESTINES","darmen","intestines",NA,NA,TRUE,"holleli1980"
1919,"56","nl","1919_56_LIVER","lever","liver",NA,NA,TRUE,"holleli1980"
1920,"57","nl","1920_57_BILE","gal","bile",NA,NA,FALSE,"holleli1980"
1921,"58","nl","1921_58_SPLEEN","milt","spleen",NA,NA,FALSE,"holleli1980"
1922,"59","nl","1922_59_KIDNEY","nier","kidney",NA,NA,FALSE,"holleli1980"
1923,"60","nl","1923_60_SIDE (BODY)","zijde","side",NA,NA,FALSE,"holleli1980"
1924,"61","nl","1924_61_NAVEL","navel","navel",NA,NA,FALSE,"holleli1980"
1925,"62","nl","1925_62_UMBILICAL CORD","navelstreng","umbilical cord",NA,NA,FALSE,"holleli1980"
1926,"63","nl","1926_63_BACK","rug","back",NA,NA,TRUE,"holleli1980"
1927,"64","nl","1927_64_SPINE","ruggegraat","backbone, spine",NA,NA,FALSE,"holleli1980"
1928,"65","nl","1928_65_SHOULDER","schouder","shoulder",NA,NA,FALSE,"holleli1980"
1929,"66","nl","1929_66_SHOULDERBLADE","schouderblad","shoulderblade",NA,NA,FALSE,"holleli1980"
1930,"67","nl","1930_67_BUTTOCKS","achterste, billen","buttocks",NA,NA,FALSE,"holleli1980"
1931,"68","nl","1931_68_BUTTOCKS","bil","buttock",NA,NA,FALSE,"holleli1980"
1932,"69","nl","1932_69_BUTTOCKS","achterste","posterior, buttocks",NA,NA,FALSE,"holleli1980"
1933,"70","nl","1933_70_NA","stuit","tailbone, coccyx",NA,NA,FALSE,"holleli1980"
1934,"71","nl","1934_71_ANUS","aars","anus",NA,NA,FALSE,"holleli1980"
1935,"72","nl","1935_72_SHIT (DEFECATE)","poepen","to defecate",NA,NA,FALSE,"holleli1980"
1936,"73","nl","1936_73_FAECES (EXCREMENT)","poep","faeces",NA,NA,FALSE,"holleli1980"
1937,"74","nl","1937_74_FART","wind, veest","fart",NA,NA,FALSE,"holleli1980"
1938,"75","nl","1938_75_FART","wind laten","to fart",NA,NA,FALSE,"holleli1980"
1939,"76","nl","1939_76_SMELL (STINK)","stinken","to stink, to smell",NA,NA,FALSE,"holleli1980"
1940,"77","nl","1940_77_PENIS","penis","penis",NA,NA,FALSE,"holleli1980"
1941,"78","nl","1941_78_VAGINA","vagina","vagina",NA,NA,FALSE,"holleli1980"
1942,"79","nl","1942_79_TESTICLES","testikel","testicle",NA,NA,FALSE,"holleli1980"
1943,"80","nl","1943_80_COPULATE","coitus  uitoefenen (v.mensen)","to have intercourse",NA,NA,FALSE,"holleli1980"
1944,"81","nl","1944_81_COPULATE","coitus uitoefenen (v.dieren)","to couple",NA,NA,FALSE,"holleli1980"
1945,"80/81","nl","1945_80/81_COPULATE","coitus uitoefenen <unsp.>","to have intercourse","80","coitus  uitoefenen (v.mensen)",FALSE,"holleli1980"
1946,"80/81","nl","1946_80/81_COPULATE","coitus uitoefenen <unsp.>","to couple","81","coitus uitoefenen (v.dieren)",FALSE,"holleli1980"
1947,"82","nl","1947_82_PISS","pissen","to urinate",NA,NA,FALSE,"holleli1980"
1948,"83","nl","1948_83_URINE","pis","piss, urine",NA,NA,FALSE,"holleli1980"
1949,"84","nl","1949_84_LEG","been","leg",NA,NA,TRUE,"holleli1980"
1950,"85","nl","1950_85_FOOT OR LEG","voet (met beneden been)","foot (plus lower leg)",NA,NA,FALSE,"holleli1980"
1951,"86","nl","1951_86_FOOT","voet","foot",NA,NA,TRUE,"holleli1980"
1952,"87","nl","1952_87_SOLE (FOOT)","voetzool","sole of the foot",NA,NA,FALSE,"holleli1980"
1953,"88","nl","1953_88_ANKLE","enkel","ankle",NA,NA,FALSE,"holleli1980"
1954,"89","nl","1954_89_HEEL","hiel","heel",NA,NA,FALSE,"holleli1980"
1955,"90","nl","1955_90_UPPER LEG (THIGH)","dij","thigh",NA,NA,FALSE,"holleli1980"
1956,"91","nl","1956_91_KNEE","knie","knee",NA,NA,TRUE,"holleli1980"
1957,"92","nl","1957_92_NA","knieholte","back of the knee",NA,NA,FALSE,"holleli1980"
1958,"93","nl","1958_93_CALF OF LEG","knit","calf",NA,NA,FALSE,"holleli1980"
1959,"94","nl","1959_94_SHIN","scheen","shin",NA,NA,FALSE,"holleli1980"
1960,"95","nl","1960_95_ARM","arm","arm",NA,NA,FALSE,"holleli1980"
1961,"96","nl","1961_96_ARM OR HAND","hand (met beneden aim)","hand plus fore-arm",NA,NA,FALSE,"holleli1980"
1962,"97","nl","1962_97_HAND","hand","hand",NA,NA,TRUE,"holleli1980"
1963,"98","nl","1963_98_UPPER ARM","bovenann","upper arm",NA,NA,FALSE,"holleli1980"
1964,"99","nl","1964_99_ARMPIT","oksel","armpit",NA,NA,FALSE,"holleli1980"
1965,"100","nl","1965_100_ELBOW","elleboog","elbow",NA,NA,FALSE,"holleli1980"
1966,"101","nl","1966_101_WRIST","pols","wrist",NA,NA,FALSE,"holleli1980"
1967,"102","nl","1967_102_PALM OF HAND","handpalm","palm of the hand",NA,NA,FALSE,"holleli1980"
1968,"103","nl","1968_103_NA","lijnen in de hand","lines in the palm of the hand",NA,NA,FALSE,"holleli1980"
1969,"104","nl","1969_104_FINGER","vinger","finger",NA,NA,FALSE,"holleli1980"
1970,"105","nl","1970_105_FINGER","vingers","fingers",NA,NA,FALSE,"holleli1980"
1971,"106","nl","1971_106_TOE","teen","toe",NA,NA,FALSE,"holleli1980"
1972,"107","nl","1972_107_FINGERNAIL OR TOENAIL","nagel","(finger)nail",NA,NA,FALSE,"holleli1980"
1973,"108","nl","1973_108_THUMB","duim","thumb",NA,NA,FALSE,"holleli1980"
1974,"109","nl","1974_109_FOREFINGER","wijsvinger","index finger",NA,NA,FALSE,"holleli1980"
1975,"110","nl","1975_110_MIDDLE FINGER","middelvinger","middle finger",NA,NA,FALSE,"holleli1980"
1976,"111","nl","1976_111_NA","ringvinger","ring finger",NA,NA,FALSE,"holleli1980"
1977,"112","nl","1977_112_LITTLE FINGER","pink","little finger",NA,NA,FALSE,"holleli1980"
1978,"113","nl","1978_113_THUMB","grote teen","the big toe",NA,NA,FALSE,"holleli1980"
1979,"114","nl","1979_114_LITTLE FINGER","kleine teen","the little toe",NA,NA,FALSE,"holleli1980"
1980,"115","nl","1980_115_BONE","been (gebeente)","bone",NA,NA,TRUE,"holleli1980"
1981,"116","nl","1981_116_BLOOD","bloed","blood",NA,NA,TRUE,"holleli1980"
1982,"117","nl","1982_117_FLESH OR MEAT","vlees op het lichaam","flesh",NA,NA,FALSE,"holleli1980"
1983,"118","nl","1983_118_TENDON","pees","tendon",NA,NA,FALSE,"holleli1980"
1984,"119","nl","1984_119_NERVE","zenuw","nerve",NA,NA,FALSE,"holleli1980"
1985,"120","nl","1985_120_TENDON","pees, zenuw","sinew, nerve",NA,NA,FALSE,"holleli1980"
1986,"121","nl","1986_121_SKIN","huid","skin",NA,NA,TRUE,"holleli1980"
1987,"122","nl","1987_122_HAIR (BODY)","haar op het lichaam","body hair",NA,NA,FALSE,"holleli1980"
1988,"123","nl","1988_123_FUR","haar op het lichaam (v. dieren)","body hair (animal)",NA,NA,FALSE,"holleli1980"
1989,"122/123","nl","1989_122/123_HAIR (BODY)","haar <unsp.>","body hair","122","haar op het lichaam",FALSE,"holleli1980"
1990,"122/123","nl","1990_122/123_FUR","haar <unsp.>","body hair (animal)","123","haar op het lichaam (v. dieren)",FALSE,"holleli1980"
1991,"124","nl","1991_124_SWEAT (SUBSTANCE)","zweet","sweat",NA,NA,FALSE,"holleli1980"
1992,"125","nl","1992_125_SALIVA","speeksel","saliva",NA,NA,FALSE,"holleli1980"
1993,"126","nl","1993_126_PHLEGM","fluim","phlegm",NA,NA,FALSE,"holleli1980"
1994,"127","nl","1994_127_BREATH OR BREATHE","ademen","to breath",NA,NA,FALSE,"holleli1980"
1995,"128","nl","1995_128_EAT","eten","to eat",NA,NA,TRUE,"holleli1980"
1996,"129","nl","1996_129_BE HUNGRY","hongerig","hungry",NA,NA,FALSE,"holleli1980"
1997,"130","nl","1997_130_DRINK","drinken","to drink",NA,NA,TRUE,"holleli1980"
1998,"131","nl","1998_131_DRUNK","dronken","drunk",NA,NA,FALSE,"holleli1980"
1999,"132","nl","1999_132_THIRSTY","dorstig","thirsty",NA,NA,FALSE,"holleli1980"
2000,"133","nl","2000_133_FULL","verzadigd","satisfied",NA,NA,FALSE,"holleli1980"
2001,"134","nl","2001_134_SATIATED","zat, verzadigd","replete, satisfied",NA,NA,FALSE,"holleli1980"
2002,"135","nl","2002_135_BITE","bijten","to bite",NA,NA,TRUE,"holleli1980"
2003,"136","nl","2003_136_SWALLOW","doorslikken","to swallow down",NA,NA,FALSE,"holleli1980"
2004,"137","nl","2004_137_SWALLOW","slikken","to swallow",NA,NA,FALSE,"holleli1980"
2005,"138","nl","2005_138_SLEEP","slapen","to sleep",NA,NA,TRUE,"holleli1980"
2006,"139","nl","2006_139_DREAM (SOMETHING)","dromen","to dream",NA,NA,FALSE,"holleli1980"
2007,"140","nl","2007_140_DREAM","droom","dream",NA,NA,FALSE,"holleli1980"
2008,"139/140","nl","2008_139/140_DREAM (SOMETHING)","dromen, droom <unsp.>","to dream","139","dromen",FALSE,"holleli1980"
2009,"139/140","nl","2009_139/140_DREAM","dromen, droom <unsp.>","dream","140","droom",FALSE,"holleli1980"
2010,"141","nl","2010_141_SLEEPY","slaperig","sleepy",NA,NA,FALSE,"holleli1980"
2011,"142","nl","2011_142_WAKE UP","ontwaken","to wake up",NA,NA,FALSE,"holleli1980"
2012,"143","nl","2012_143_RISE (ONESELF)","opstaan","to get up",NA,NA,FALSE,"holleli1980"
2013,"144","nl","2013_144_STAND","staan","to stand",NA,NA,TRUE,"holleli1980"
2014,"145","nl","2014_145_WALK","lopen","to walk",NA,NA,TRUE,"holleli1980"
2015,"146","nl","2015_146_LIE (REST)","liggen op de rug","to lie supine",NA,NA,FALSE,"holleli1980"
2016,"147","nl","2016_147_LIE DOWN","liggen op de buik","to lie prone",NA,NA,FALSE,"holleli1980"
2017,"148","nl","2017_148_LIE DOWN","liggen (in het algemeen)","to lie",NA,NA,TRUE,"holleli1980"
2018,"149","nl","2018_149_SIT DOWN","zitten (op een stoel, bank etc.)","to sit (on a chair)",NA,NA,TRUE,"holleli1980"
2019,"150","nl","2019_150_NA","zitten (met de benen kruiselings)","to sit (with the legs crossed)",NA,NA,TRUE,"holleli1980"
2020,"151","nl","2020_151_NA","zitten (met de beide benen op zij en gebogen)","to sit (with the knees bent to one side)",NA,NA,TRUE,"holleli1980"
2021,"152","nl","2021_152_SQUAT","hurken","to squat",NA,NA,FALSE,"holleli1980"
2022,"153","nl","2022_153_SWIM","zwemmen","to swim",NA,NA,TRUE,"holleli1980"
2023,"154","nl","2023_154_WASH","baden <intr.>","to take a bath",NA,NA,FALSE,"holleli1980"
2024,"155","nl","2024_155_WASH","baden <trans.>","to wash",NA,NA,TRUE,"holleli1980"
2025,"156","nl","2025_156_STUTTER","stotteren","to stammer",NA,NA,FALSE,"holleli1980"
2026,"157","nl","2026_157_NA","brouwen","to speak with a burr",NA,NA,FALSE,"holleli1980"
2027,"158","nl","2027_158_VOICE","stem","voice",NA,NA,FALSE,"holleli1980"
2028,"159","nl","2028_159_NA","schor(hees)","hoarse",NA,NA,FALSE,"holleli1980"
2029,"160","nl","2029_160_SHOUT","schreeuwen","to shout",NA,NA,FALSE,"holleli1980"
2030,"161","nl","2030_161_LAUGH","lachen","to laugh",NA,NA,TRUE,"holleli1980"
2031,"162","nl","2031_162_LAUGH","uitlachen","to laugh at",NA,NA,FALSE,"holleli1980"
2032,"163","nl","2032_163_CRY","schreien <intr.>","to weep",NA,NA,TRUE,"holleli1980"
2033,"164","nl","2033_164_CRY","bewenen <trans.>","to weep for",NA,NA,FALSE,"holleli1980"
2034,"165","nl","2034_165_SMILE","glimlachen","to smile",NA,NA,FALSE,"holleli1980"
2035,"166","nl","2035_166_NA","zuchten","to sigh",NA,NA,FALSE,"holleli1980"
2036,"167","nl","2036_167_SPIT","spugen, spuwen","to spit",NA,NA,FALSE,"holleli1980"
2037,"168","nl","2037_168_VOMIT","braken","to vomit",NA,NA,TRUE,"holleli1980"
2038,"169","nl","2038_169_SNEEZE","niezen","to sneeze",NA,NA,FALSE,"holleli1980"
2039,"170","nl","2039_170_COUGH","hoesten","to cough",NA,NA,FALSE,"holleli1980"
2040,"171","nl","2040_171_HICCOUGH","hikken","to hiccup",NA,NA,FALSE,"holleli1980"
2041,"172","nl","2041_172_HICCOUGH","hik","hiccups",NA,NA,FALSE,"holleli1980"
2042,"173","nl","2042_173_CHOKE","zich verslikken","to choke",NA,NA,FALSE,"holleli1980"
2043,"174","nl","2043_174_BELCH","boer (oprisping)","belch",NA,NA,FALSE,"holleli1980"
2044,"175","nl","2044_175_BELCH","boeren","to belch",NA,NA,FALSE,"holleli1980"
2045,"176","nl","2045_176_YAWN","gapen","to yawn",NA,NA,FALSE,"holleli1980"
2046,"177","nl","2046_177_NA","knikken","to nod",NA,NA,FALSE,"holleli1980"
2047,"178","nl","2047_178_PREGNANT","zwanger","pregnant",NA,NA,FALSE,"holleli1980"
2048,"179","nl","2048_179_BE BORN","geboren worden","to be born",NA,NA,FALSE,"holleli1980"
2049,"180","nl","2049_180_PLACENTA","nageboorte","after birth",NA,NA,FALSE,"holleli1980"
2050,"181","nl","2050_181_TWINS","tweeling","twins",NA,NA,FALSE,"holleli1980"
2051,"182","nl","2051_182_BE ALIVE","leven (levend)","to live (alive)",NA,NA,TRUE,"holleli1980"
2052,"183","nl","2052_183_DIE","sterven","to die",NA,NA,TRUE,"holleli1980"
2053,"184","nl","2053_184_DEATH","dood (zelfstnw.)","death",NA,NA,FALSE,"holleli1980"
2054,"185","nl","2054_185_DEAD","dood (bijvn.)","dead",NA,NA,FALSE,"holleli1980"
2055,"183/185","nl","2055_183/185_DIE","sterven, dood (bijrvnw.) <unsp.>","to die","183","sterven",FALSE,"holleli1980"
2056,"183/185","nl","2056_183/185_DEAD","sterven, dood (bijrvnw.) <unsp.>","dead","185","dood (bijvn.)",FALSE,"holleli1980"
2057,"186","nl","2057_186_NA","dode","the deceased",NA,NA,FALSE,"holleli1980"
2058,"187","nl","2058_187_NA","lijkvocht","liquid formed during decomposition of body",NA,NA,FALSE,"holleli1980"
2059,"188","nl","2059_188_CORPSE","lijk","corpse",NA,NA,FALSE,"holleli1980"
2060,"189","nl","2060_189_COFFIN","doodkist","coffin",NA,NA,FALSE,"holleli1980"
2061,"190","nl","2061_190_BURY","begraven","to bury",NA,NA,FALSE,"holleli1980"
2062,"191","nl","2062_191_GRAVE","graf","grave",NA,NA,FALSE,"holleli1980"
2063,"192","nl","2063_192_KILL","doden","to kill",NA,NA,TRUE,"holleli1980"
2064,"193","nl","2064_193_INHERIT","erven","to inherit",NA,NA,FALSE,"holleli1980"
2065,"194","nl","2065_194_NA","erfenis","inheritance",NA,NA,FALSE,"holleli1980"
2066,"195","nl","2066_195_INJURE","een wond toebrengen","to wound",NA,NA,FALSE,"holleli1980"
2067,"196","nl","2067_196_WOUND","wond","wound",NA,NA,FALSE,"holleli1980"
2068,"197","nl","2068_197_INFECTED","zweer","an infected wound",NA,NA,FALSE,"holleli1980"
2069,"198","nl","2069_198_SCAR","litteken","scar",NA,NA,FALSE,"holleli1980"
2070,"199","nl","2070_199_SICK","ziek","ill",NA,NA,FALSE,"holleli1980"
2071,"200","nl","2071_200_SICK","ziek zijn","to be ill",NA,NA,FALSE,"holleli1980"
2072,"201","nl","2072_201_HURT (SENSE PAIN)","pijn hebben","to (be in) pain",NA,NA,FALSE,"holleli1980"
2073,"202","nl","2073_202_HEALTHY","gezond","healthy",NA,NA,FALSE,"holleli1980"
2074,"203","nl","2074_203_BOIL (OF SKIN)","steenpuist","boil",NA,NA,FALSE,"holleli1980"
2075,"204","nl","2075_204_SICK","koorts hebben","to be feverish",NA,NA,FALSE,"holleli1980"
2076,"205","nl","2076_205_FEVER","koorts","fever",NA,NA,FALSE,"holleli1980"
2077,"206","nl","2077_206_NA","buikpijn hebben","to have a stomach ache",NA,NA,FALSE,"holleli1980"
2078,"207","nl","2078_207_NA","buikpijn","stomach ache",NA,NA,FALSE,"holleli1980"
2079,"208","nl","2079_208_DIARRHEA","buikloop hebben","to have diarrhoea",NA,NA,FALSE,"holleli1980"
2080,"209","nl","2080_209_DIARRHEA","buikloop","diarrhoea",NA,NA,FALSE,"holleli1980"
2081,"210","nl","2081_210_SMALLPOX","pokken","small pox",NA,NA,FALSE,"holleli1980"
2082,"211","nl","2082_211_MEASLES","mazelen","measles",NA,NA,FALSE,"holleli1980"
2083,"212","nl","2083_212_SWELLING","zwelling, gezwollen","swelling, swollen",NA,NA,TRUE,"holleli1980"
2084,"213","nl","2084_213_GOITER","krop","goitre",NA,NA,FALSE,"holleli1980"
2085,"214","nl","2085_214_NA","uitslag","eruption (of rash)",NA,NA,FALSE,"holleli1980"
2086,"215","nl","2086_215_TINEA","schubziekte, ichtyosis","ichthyosis, tinea",NA,NA,FALSE,"holleli1980"
2087,"216","nl","2087_216_NA","framboesia","framboesia",NA,NA,FALSE,"holleli1980"
2088,"217","nl","2088_217_SCABIES","schurft","scabies",NA,NA,FALSE,"holleli1980"
2089,"218","nl","2089_218_LEPROSY","lepra","leprosy",NA,NA,FALSE,"holleli1980"
2090,"219","nl","2090_219_HEADACHE","hoofdpijn","headache",NA,NA,FALSE,"holleli1980"
2091,"220","nl","2091_220_NA","rheumatiek","rheumatism",NA,NA,FALSE,"holleli1980"
2092,"221","nl","2092_221_COMMON COLD (DISEASE)","verkouden","to have a cold",NA,NA,FALSE,"holleli1980"
2093,"222","nl","2093_222_COMMON COLD (DISEASE)","verkoudheid","a cold",NA,NA,FALSE,"holleli1980"
2094,"223","nl","2094_223_NA","slapen van de ledematen, slaap (mierenkriewel)","gone to sleep (limbs)",NA,NA,FALSE,"holleli1980"
2095,"224","nl","2095_224_NA","kramp","cramp",NA,NA,FALSE,"holleli1980"
2096,"225","nl","2096_225_DISABLED PERSON","verlamd","paralysed",NA,NA,FALSE,"holleli1980"
2097,"226","nl","2097_226_LAME","kreupel","crippled",NA,NA,FALSE,"holleli1980"
2098,"227","nl","2098_227_MUTE PERSON","stom","mute",NA,NA,FALSE,"holleli1980"
2099,"228","nl","2099_228_DEAF PERSON","doof","deaf",NA,NA,FALSE,"holleli1980"
2100,"229","nl","2100_229_BLIND","blind","blind",NA,NA,FALSE,"holleli1980"
2101,"230","nl","2101_230_CLOSE (EYES)","de ogen sluiten","to shut the eyes",NA,NA,FALSE,"holleli1980"
2102,"231","nl","2102_231_SQUINT-EYED","scheel","squinting",NA,NA,FALSE,"holleli1980"
2103,"232","nl","2103_232_CURE","genezen","cured",NA,NA,FALSE,"holleli1980"
2104,"233","nl","2104_233_MEDICINE","geneesmiddel (artzenij zelf)","medicine",NA,NA,FALSE,"holleli1980"
2105,"234","nl","2105_234_MAGIC","geneesmiddel (met toverkracht)","medicine (with magic power)",NA,NA,FALSE,"holleli1980"
2106,"233/234","nl","2106_233/234_MEDICINE","geneesmiddel < unsp.>","medicine","233","geneesmiddel (artzenij zelf)",FALSE,"holleli1980"
2107,"233/234","nl","2107_233/234_MAGIC","geneesmiddel < unsp.>","medicine (with magic power)","234","geneesmiddel (met toverkracht)",FALSE,"holleli1980"
2108,"235","nl","2108_235_SHAMAN (FOLK HEALER)","dokter (dukun)","doctor (medicine man)",NA,NA,FALSE,"holleli1980"
2109,"236","nl","2109_236_PERSON","mens (in de zin van mensdom)","man, mankind",NA,NA,FALSE,"holleli1980"
2110,"237","nl","2110_237_PEOPLE","mens (in de zin van de mensen werden gedood)","people",NA,NA,FALSE,"holleli1980"
2111,"238","nl","2111_238_PEOPLE","mens (in de zin van de mensen v. het gebergte zijn onze vijanden)","people",NA,NA,FALSE,"holleli1980"
2112,"236-238","nl","2112_236-238_PERSON","mens <unsp.>","man, mankind","236","mens (in de zin van mensdom)",FALSE,"holleli1980"
2113,"236-238","nl","2113_236-238_PEOPLE","mens <unsp.>","people","237","mens (in de zin van de mensen werden gedood)",FALSE,"holleli1980"
2114,"236-238","nl","2114_236-238_PEOPLE","mens <unsp.>","people","238","mens (in de zin van de mensen v. het gebergte zijn onze vijanden)",FALSE,"holleli1980"
2115,"239","nl","2115_239_NAME","naam","name",NA,NA,TRUE,"holleli1980"
2116,"240","nl","2116_240_NAME","bijnaam","nickname",NA,NA,FALSE,"holleli1980"
2117,"241","nl","2117_241_MALE PERSON","man","man",NA,NA,TRUE,"holleli1980"
2118,"242","nl","2118_242_WOMAN","vrouw","woman",NA,NA,TRUE,"holleli1980"
2119,"243","nl","2119_243_MALE (OF PERSON)","mannelijk (v.d. mens)","male (human)",NA,NA,FALSE,"holleli1980"
2120,"244","nl","2120_244_MALE (OF ANIMAL)","mannelijk (v.d.dieren)","male (animal)",NA,NA,FALSE,"holleli1980"
2121,"243/244","nl","2121_243/244_MALE (OF PERSON)","mannelijk <unsp.>","male (human)","243","mannelijk (v.d. mens)",FALSE,"holleli1980"
2122,"243/244","nl","2122_243/244_MALE (OF ANIMAL)","mannelijk <unsp.>","male (animal)","244","mannelijk (v.d.dieren)",FALSE,"holleli1980"
2123,"245","nl","2123_245_FEMALE (OF PERSON)","vrouwelijk (v.d.mens)","female (human)",NA,NA,FALSE,"holleli1980"
2124,"246","nl","2124_246_FEMALE (OF ANIMAL)","vrouwelijk (v.d. dieren)","female (animal)",NA,NA,FALSE,"holleli1980"
2125,"245/246","nl","2125_245/246_FEMALE (OF PERSON)","vrouwelijk <unsp.>","female (human)","245","vrouwelijk (v.d.mens)",FALSE,"holleli1980"
2126,"245/246","nl","2126_245/246_FEMALE (OF ANIMAL)","vrouwelijk <unsp.>","female (animal)","246","vrouwelijk (v.d. dieren)",FALSE,"holleli1980"
2127,"247","nl","2127_247_YOUNG MAN","jongeling","youth (male)",NA,NA,FALSE,"holleli1980"
2128,"248","nl","2128_248_VIRGIN","maagd","virgin",NA,NA,FALSE,"holleli1980"
2129,"249","nl","2129_249_NA","maagdom","virginity",NA,NA,FALSE,"holleli1980"
2130,"248/249","nl","2130_248/249_VIRGIN","maagd, maagdom <unsp.>","virgin","248","maagd",FALSE,"holleli1980"
2131,"248/249","nl","2131_248/249_NA","maagd, maagdom <unsp.>","virginity","249","maagdom",FALSE,"holleli1980"
2132,"250","nl","2132_250_BOY OR SON","jongen","boy, lad",NA,NA,FALSE,"holleli1980"
2133,"251","nl","2133_251_GIRL","jong meisje","young girl",NA,NA,FALSE,"holleli1980"
2134,"252","nl","2134_252_GIRL","meisje","girl",NA,NA,FALSE,"holleli1980"
2135,"253","nl","2135_253_OLD MAN","oude man","old man",NA,NA,FALSE,"holleli1980"
2136,"254","nl","2136_254_OLD WOMAN","oude vrouw","old woman",NA,NA,FALSE,"holleli1980"
2137,"255","nl","2137_255_FATHER","vader","father",NA,NA,TRUE,"holleli1980"
2138,"256","nl","2138_256_MOTHER","moeder","mother",NA,NA,TRUE,"holleli1980"
2139,"257","nl","2139_257_NA","oudste kind","oldest child",NA,NA,FALSE,"holleli1980"
2140,"258","nl","2140_258_NA","jongste kind","youngest child",NA,NA,FALSE,"holleli1980"
2141,"257/258","nl","2141_257/258_NA","kind <unsp.>","oldest child","257","oudste kind",TRUE,"holleli1980"
2142,"257/258","nl","2142_257/258_NA","kind <unsp.>","youngest child","258","jongste kind",TRUE,"holleli1980"
2143,"259","nl","2143_259_BOY","klein kind (man)","little child (male)",NA,NA,FALSE,"holleli1980"
2144,"260","nl","2144_260_GIRL","klein kind (vrouw)","little child (female)",NA,NA,FALSE,"holleli1980"
2145,"259/260","nl","2145_259/260_BOY","klein kind <unsp.>","little child (male)","259","klein kind (man)",FALSE,"holleli1980"
2146,"259/260","nl","2146_259/260_GIRL","klein kind <unsp.>","little child (female)","260","klein kind (vrouw)",FALSE,"holleli1980"
2147,"261","nl","2147_261_SON","zoon","son",NA,NA,FALSE,"holleli1980"
